log_level,message,Drain_cluster_id,KMeans_cluster_id,template
,"2015-08-24 19:19:14,265 - warn  [quorumpeer[myid=1]/0:0:0:0:0:0:0:0:2181:quorumcnxmanager@368] - cannot open channel to 3 at election address /10.10.34.13:3888",15,8,"<NUM>-<NUM>-<NUM> <NUM>:<NUM>:<NUM>,<NUM> - warn <*> - cannot open channel to <NUM> at election address /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>"
,"2015-08-24 19:31:14,292 - warn  [quorumpeer[myid=1]/0:0:0:0:0:0:0:0:2181:quorumcnxmanager@368] - cannot open channel to 2 at election address /10.10.34.12:3888",15,8,"<NUM>-<NUM>-<NUM> <NUM>:<NUM>:<NUM>,<NUM> - warn <*> - cannot open channel to <NUM> at election address /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>"
,"2015-08-24 19:45:14,327 - info  [quorumpeer[myid=1]/0:0:0:0:0:0:0:0:2181:fastleaderelection@774] - notification time out: 60000",1,0,"<NUM>-<NUM>-<NUM> <NUM>:<NUM>:<NUM>,<NUM> - info [quorumpeer[myid=<NUM>]/<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:fastleaderelection@<NUM>] - notification time out: <NUM>"
,"2015-08-24 19:55:14,351 - info  [quorumpeer[myid=1]/0:0:0:0:0:0:0:0:2181:fastleaderelection@774] - notification time out: 60000",1,0,"<NUM>-<NUM>-<NUM> <NUM>:<NUM>:<NUM>,<NUM> - info [quorumpeer[myid=<NUM>]/<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:fastleaderelection@<NUM>] - notification time out: <NUM>"
,"2015-08-24 20:01:14,364 - warn  [quorumpeer[myid=1]/0:0:0:0:0:0:0:0:2181:quorumcnxmanager@368] - cannot open channel to 2 at election address /10.10.34.12:3888",15,8,"<NUM>-<NUM>-<NUM> <NUM>:<NUM>:<NUM>,<NUM> - warn <*> - cannot open channel to <NUM> at election address /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>"
,"2015-08-24 20:16:14,399 - warn  [quorumpeer[myid=1]/0:0:0:0:0:0:0:0:2181:quorumcnxmanager@368] - cannot open channel to 2 at election address /10.10.34.12:3888",15,8,"<NUM>-<NUM>-<NUM> <NUM>:<NUM>:<NUM>,<NUM> - warn <*> - cannot open channel to <NUM> at election address /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>"
,"2015-08-24 20:56:14,493 - warn  [quorumpeer[myid=1]/0:0:0:0:0:0:0:0:2181:quorumcnxmanager@368] - cannot open channel to 2 at election address /10.10.34.12:3888",15,8,"<NUM>-<NUM>-<NUM> <NUM>:<NUM>:<NUM>,<NUM> - warn <*> - cannot open channel to <NUM> at election address /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>"
,"2015-08-24 20:57:14,495 - warn  [quorumpeer[myid=1]/0:0:0:0:0:0:0:0:2181:quorumcnxmanager@368] - cannot open channel to 2 at election address /10.10.34.12:3888",15,8,"<NUM>-<NUM>-<NUM> <NUM>:<NUM>:<NUM>,<NUM> - warn <*> - cannot open channel to <NUM> at election address /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>"
,"2015-08-24 21:07:14,519 - warn  [quorumpeer[myid=1]/0:0:0:0:0:0:0:0:2181:quorumcnxmanager@368] - cannot open channel to 3 at election address /10.10.34.13:3888",15,8,"<NUM>-<NUM>-<NUM> <NUM>:<NUM>:<NUM>,<NUM> - warn <*> - cannot open channel to <NUM> at election address /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>"
,"2015-08-24 21:11:14,529 - info  [quorumpeer[myid=1]/0:0:0:0:0:0:0:0:2181:fastleaderelection@774] - notification time out: 60000",1,0,"<NUM>-<NUM>-<NUM> <NUM>:<NUM>:<NUM>,<NUM> - info [quorumpeer[myid=<NUM>]/<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:fastleaderelection@<NUM>] - notification time out: <NUM>"
,"2015-08-24 21:26:14,562 - warn  [quorumpeer[myid=1]/0:0:0:0:0:0:0:0:2181:quorumcnxmanager@368] - cannot open channel to 2 at election address /10.10.34.12:3888",15,8,"<NUM>-<NUM>-<NUM> <NUM>:<NUM>:<NUM>,<NUM> - warn <*> - cannot open channel to <NUM> at election address /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>"
,"2015-08-24 22:04:14,650 - info  [quorumpeer[myid=1]/0:0:0:0:0:0:0:0:2181:fastleaderelection@774] - notification time out: 60000",1,0,"<NUM>-<NUM>-<NUM> <NUM>:<NUM>:<NUM>,<NUM> - info [quorumpeer[myid=<NUM>]/<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:fastleaderelection@<NUM>] - notification time out: <NUM>"
,"2015-08-24 22:08:14,659 - warn  [quorumpeer[myid=1]/0:0:0:0:0:0:0:0:2181:quorumcnxmanager@368] - cannot open channel to 3 at election address /10.10.34.13:3888",15,8,"<NUM>-<NUM>-<NUM> <NUM>:<NUM>:<NUM>,<NUM> - warn <*> - cannot open channel to <NUM> at election address /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>"
,"2015-08-24 22:09:14,662 - info  [quorumpeer[myid=1]/0:0:0:0:0:0:0:0:2181:fastleaderelection@774] - notification time out: 60000",1,0,"<NUM>-<NUM>-<NUM> <NUM>:<NUM>:<NUM>,<NUM> - info [quorumpeer[myid=<NUM>]/<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:fastleaderelection@<NUM>] - notification time out: <NUM>"
,"2015-08-24 22:10:14,663 - warn  [quorumpeer[myid=1]/0:0:0:0:0:0:0:0:2181:quorumcnxmanager@368] - cannot open channel to 2 at election address /10.10.34.12:3888",15,8,"<NUM>-<NUM>-<NUM> <NUM>:<NUM>:<NUM>,<NUM> - warn <*> - cannot open channel to <NUM> at election address /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>"
,"2015-08-24 22:16:14,677 - warn  [quorumpeer[myid=1]/0:0:0:0:0:0:0:0:2181:quorumcnxmanager@368] - cannot open channel to 3 at election address /10.10.34.13:3888",15,8,"<NUM>-<NUM>-<NUM> <NUM>:<NUM>:<NUM>,<NUM> - warn <*> - cannot open channel to <NUM> at election address /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>"
,"2015-08-24 22:17:14,678 - warn  [quorumpeer[myid=1]/0:0:0:0:0:0:0:0:2181:quorumcnxmanager@368] - cannot open channel to 2 at election address /10.10.34.12:3888",15,8,"<NUM>-<NUM>-<NUM> <NUM>:<NUM>:<NUM>,<NUM> - warn <*> - cannot open channel to <NUM> at election address /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>"
,"2015-08-24 22:25:14,698 - info  [quorumpeer[myid=1]/0:0:0:0:0:0:0:0:2181:fastleaderelection@774] - notification time out: 60000",1,0,"<NUM>-<NUM>-<NUM> <NUM>:<NUM>:<NUM>,<NUM> - info [quorumpeer[myid=<NUM>]/<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:fastleaderelection@<NUM>] - notification time out: <NUM>"
,"2015-08-24 22:32:14,713 - warn  [quorumpeer[myid=1]/0:0:0:0:0:0:0:0:2181:quorumcnxmanager@368] - cannot open channel to 3 at election address /10.10.34.13:3888",15,8,"<NUM>-<NUM>-<NUM> <NUM>:<NUM>:<NUM>,<NUM> - warn <*> - cannot open channel to <NUM> at election address /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>"
,"2015-08-24 22:39:14,728 - warn  [quorumpeer[myid=1]/0:0:0:0:0:0:0:0:2181:quorumcnxmanager@368] - cannot open channel to 3 at election address /10.10.34.13:3888",15,8,"<NUM>-<NUM>-<NUM> <NUM>:<NUM>:<NUM>,<NUM> - warn <*> - cannot open channel to <NUM> at election address /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>"
,"2015-08-24 22:42:14,733 - warn  [quorumpeer[myid=1]/0:0:0:0:0:0:0:0:2181:quorumcnxmanager@368] - cannot open channel to 2 at election address /10.10.34.12:3888",15,8,"<NUM>-<NUM>-<NUM> <NUM>:<NUM>:<NUM>,<NUM> - warn <*> - cannot open channel to <NUM> at election address /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>"
,"2015-08-24 22:45:14,741 - warn  [quorumpeer[myid=1]/0:0:0:0:0:0:0:0:2181:quorumcnxmanager@368] - cannot open channel to 3 at election address /10.10.34.13:3888",15,8,"<NUM>-<NUM>-<NUM> <NUM>:<NUM>:<NUM>,<NUM> - warn <*> - cannot open channel to <NUM> at election address /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>"
,"2015-08-24 22:48:14,746 - warn  [quorumpeer[myid=1]/0:0:0:0:0:0:0:0:2181:quorumcnxmanager@368] - cannot open channel to 2 at election address /10.10.34.12:3888",15,8,"<NUM>-<NUM>-<NUM> <NUM>:<NUM>:<NUM>,<NUM> - warn <*> - cannot open channel to <NUM> at election address /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>"
,"2015-08-24 22:49:14,750 - info  [quorumpeer[myid=1]/0:0:0:0:0:0:0:0:2181:fastleaderelection@774] - notification time out: 60000",1,0,"<NUM>-<NUM>-<NUM> <NUM>:<NUM>:<NUM>,<NUM> - info [quorumpeer[myid=<NUM>]/<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:fastleaderelection@<NUM>] - notification time out: <NUM>"
,"2015-08-24 22:57:14,766 - warn  [quorumpeer[myid=1]/0:0:0:0:0:0:0:0:2181:quorumcnxmanager@368] - cannot open channel to 2 at election address /10.10.34.12:3888",15,8,"<NUM>-<NUM>-<NUM> <NUM>:<NUM>:<NUM>,<NUM> - warn <*> - cannot open channel to <NUM> at election address /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>"
,"2015-08-24 23:04:14,782 - info  [quorumpeer[myid=1]/0:0:0:0:0:0:0:0:2181:fastleaderelection@774] - notification time out: 60000",1,0,"<NUM>-<NUM>-<NUM> <NUM>:<NUM>:<NUM>,<NUM> - info [quorumpeer[myid=<NUM>]/<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:fastleaderelection@<NUM>] - notification time out: <NUM>"
,"2015-08-24 23:09:14,792 - warn  [quorumpeer[myid=1]/0:0:0:0:0:0:0:0:2181:quorumcnxmanager@368] - cannot open channel to 3 at election address /10.10.34.13:3888",15,8,"<NUM>-<NUM>-<NUM> <NUM>:<NUM>:<NUM>,<NUM> - warn <*> - cannot open channel to <NUM> at election address /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>"
,"2015-08-24 23:25:14,825 - info  [quorumpeer[myid=1]/0:0:0:0:0:0:0:0:2181:fastleaderelection@774] - notification time out: 60000",1,0,"<NUM>-<NUM>-<NUM> <NUM>:<NUM>:<NUM>,<NUM> - info [quorumpeer[myid=<NUM>]/<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:fastleaderelection@<NUM>] - notification time out: <NUM>"
,"2015-08-24 23:26:14,827 - info  [quorumpeer[myid=1]/0:0:0:0:0:0:0:0:2181:fastleaderelection@774] - notification time out: 60000",1,0,"<NUM>-<NUM>-<NUM> <NUM>:<NUM>:<NUM>,<NUM> - info [quorumpeer[myid=<NUM>]/<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:fastleaderelection@<NUM>] - notification time out: <NUM>"
,"2015-08-24 23:38:14,850 - warn  [quorumpeer[myid=1]/0:0:0:0:0:0:0:0:2181:quorumcnxmanager@368] - cannot open channel to 2 at election address /10.10.34.12:3888",15,8,"<NUM>-<NUM>-<NUM> <NUM>:<NUM>:<NUM>,<NUM> - warn <*> - cannot open channel to <NUM> at election address /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>"
,"2015-08-24 23:58:14,891 - warn  [quorumpeer[myid=1]/0:0:0:0:0:0:0:0:2181:quorumcnxmanager@368] - cannot open channel to 2 at election address /10.10.34.12:3888",15,8,"<NUM>-<NUM>-<NUM> <NUM>:<NUM>:<NUM>,<NUM> - warn <*> - cannot open channel to <NUM> at election address /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>"
,"2015-08-25 00:00:14,897 - warn  [quorumpeer[myid=1]/0:0:0:0:0:0:0:0:2181:quorumcnxmanager@368] - cannot open channel to 3 at election address /10.10.34.13:3888",15,8,"<NUM>-<NUM>-<NUM> <NUM>:<NUM>:<NUM>,<NUM> - warn <*> - cannot open channel to <NUM> at election address /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>"
,"2015-08-25 00:14:14,924 - warn  [quorumpeer[myid=1]/0:0:0:0:0:0:0:0:2181:quorumcnxmanager@368] - cannot open channel to 2 at election address /10.10.34.12:3888",15,8,"<NUM>-<NUM>-<NUM> <NUM>:<NUM>:<NUM>,<NUM> - warn <*> - cannot open channel to <NUM> at election address /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>"
,"2015-08-25 00:23:14,943 - info  [quorumpeer[myid=1]/0:0:0:0:0:0:0:0:2181:fastleaderelection@774] - notification time out: 60000",1,0,"<NUM>-<NUM>-<NUM> <NUM>:<NUM>:<NUM>,<NUM> - info [quorumpeer[myid=<NUM>]/<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:fastleaderelection@<NUM>] - notification time out: <NUM>"
,"2015-08-25 00:26:14,949 - warn  [quorumpeer[myid=1]/0:0:0:0:0:0:0:0:2181:quorumcnxmanager@368] - cannot open channel to 2 at election address /10.10.34.12:3888",15,8,"<NUM>-<NUM>-<NUM> <NUM>:<NUM>:<NUM>,<NUM> - warn <*> - cannot open channel to <NUM> at election address /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>"
,"2015-08-25 00:28:14,953 - warn  [quorumpeer[myid=1]/0:0:0:0:0:0:0:0:2181:quorumcnxmanager@368] - cannot open channel to 2 at election address /10.10.34.12:3888",15,8,"<NUM>-<NUM>-<NUM> <NUM>:<NUM>:<NUM>,<NUM> - warn <*> - cannot open channel to <NUM> at election address /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>"
,"2015-08-25 00:42:14,982 - info  [quorumpeer[myid=1]/0:0:0:0:0:0:0:0:2181:fastleaderelection@774] - notification time out: 60000",1,0,"<NUM>-<NUM>-<NUM> <NUM>:<NUM>:<NUM>,<NUM> - info [quorumpeer[myid=<NUM>]/<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:fastleaderelection@<NUM>] - notification time out: <NUM>"
,"2015-08-25 00:44:14,985 - warn  [quorumpeer[myid=1]/0:0:0:0:0:0:0:0:2181:quorumcnxmanager@368] - cannot open channel to 2 at election address /10.10.34.12:3888",15,8,"<NUM>-<NUM>-<NUM> <NUM>:<NUM>:<NUM>,<NUM> - warn <*> - cannot open channel to <NUM> at election address /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>"
,"2015-08-25 01:12:15,044 - info  [quorumpeer[myid=1]/0:0:0:0:0:0:0:0:2181:fastleaderelection@774] - notification time out: 60000",1,0,"<NUM>-<NUM>-<NUM> <NUM>:<NUM>:<NUM>,<NUM> - info [quorumpeer[myid=<NUM>]/<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:fastleaderelection@<NUM>] - notification time out: <NUM>"
,"2015-08-25 01:45:15,113 - info  [quorumpeer[myid=1]/0:0:0:0:0:0:0:0:2181:fastleaderelection@774] - notification time out: 60000",1,0,"<NUM>-<NUM>-<NUM> <NUM>:<NUM>:<NUM>,<NUM> - info [quorumpeer[myid=<NUM>]/<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:fastleaderelection@<NUM>] - notification time out: <NUM>"
,"2015-08-25 01:47:15,116 - warn  [quorumpeer[myid=1]/0:0:0:0:0:0:0:0:2181:quorumcnxmanager@368] - cannot open channel to 3 at election address /10.10.34.13:3888",15,8,"<NUM>-<NUM>-<NUM> <NUM>:<NUM>:<NUM>,<NUM> - warn <*> - cannot open channel to <NUM> at election address /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>"
,"2015-08-25 02:06:15,155 - warn  [quorumpeer[myid=1]/0:0:0:0:0:0:0:0:2181:quorumcnxmanager@368] - cannot open channel to 2 at election address /10.10.34.12:3888",15,8,"<NUM>-<NUM>-<NUM> <NUM>:<NUM>:<NUM>,<NUM> - warn <*> - cannot open channel to <NUM> at election address /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>"
,"2015-08-25 02:09:15,162 - info  [quorumpeer[myid=1]/0:0:0:0:0:0:0:0:2181:fastleaderelection@774] - notification time out: 60000",1,0,"<NUM>-<NUM>-<NUM> <NUM>:<NUM>:<NUM>,<NUM> - info [quorumpeer[myid=<NUM>]/<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:fastleaderelection@<NUM>] - notification time out: <NUM>"
,"2015-08-25 02:36:15,217 - warn  [quorumpeer[myid=1]/0:0:0:0:0:0:0:0:2181:quorumcnxmanager@368] - cannot open channel to 3 at election address /10.10.34.13:3888",15,8,"<NUM>-<NUM>-<NUM> <NUM>:<NUM>:<NUM>,<NUM> - warn <*> - cannot open channel to <NUM> at election address /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>"
,"2015-08-25 02:54:15,254 - warn  [quorumpeer[myid=1]/0:0:0:0:0:0:0:0:2181:quorumcnxmanager@368] - cannot open channel to 3 at election address /10.10.34.13:3888",15,8,"<NUM>-<NUM>-<NUM> <NUM>:<NUM>:<NUM>,<NUM> - warn <*> - cannot open channel to <NUM> at election address /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>"
,"2015-08-25 02:56:15,258 - warn  [quorumpeer[myid=1]/0:0:0:0:0:0:0:0:2181:quorumcnxmanager@368] - cannot open channel to 3 at election address /10.10.34.13:3888",15,8,"<NUM>-<NUM>-<NUM> <NUM>:<NUM>:<NUM>,<NUM> - warn <*> - cannot open channel to <NUM> at election address /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>"
,"2015-08-25 03:16:15,297 - warn  [quorumpeer[myid=1]/0:0:0:0:0:0:0:0:2181:quorumcnxmanager@368] - cannot open channel to 2 at election address /10.10.34.12:3888",15,8,"<NUM>-<NUM>-<NUM> <NUM>:<NUM>:<NUM>,<NUM> - warn <*> - cannot open channel to <NUM> at election address /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>"
,"2015-08-25 03:28:15,323 - warn  [quorumpeer[myid=1]/0:0:0:0:0:0:0:0:2181:quorumcnxmanager@368] - cannot open channel to 3 at election address /10.10.34.13:3888",15,8,"<NUM>-<NUM>-<NUM> <NUM>:<NUM>:<NUM>,<NUM> - warn <*> - cannot open channel to <NUM> at election address /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>"
,"2015-08-25 03:29:15,325 - info  [quorumpeer[myid=1]/0:0:0:0:0:0:0:0:2181:fastleaderelection@774] - notification time out: 60000",1,0,"<NUM>-<NUM>-<NUM> <NUM>:<NUM>:<NUM>,<NUM> - info [quorumpeer[myid=<NUM>]/<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:fastleaderelection@<NUM>] - notification time out: <NUM>"
,"2015-08-25 03:30:15,327 - warn  [quorumpeer[myid=1]/0:0:0:0:0:0:0:0:2181:quorumcnxmanager@368] - cannot open channel to 3 at election address /10.10.34.13:3888",15,8,"<NUM>-<NUM>-<NUM> <NUM>:<NUM>:<NUM>,<NUM> - warn <*> - cannot open channel to <NUM> at election address /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>"
,"2015-08-25 03:33:15,333 - warn  [quorumpeer[myid=1]/0:0:0:0:0:0:0:0:2181:quorumcnxmanager@368] - cannot open channel to 3 at election address /10.10.34.13:3888",15,8,"<NUM>-<NUM>-<NUM> <NUM>:<NUM>:<NUM>,<NUM> - warn <*> - cannot open channel to <NUM> at election address /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>"
,"2015-08-25 03:38:15,343 - warn  [quorumpeer[myid=1]/0:0:0:0:0:0:0:0:2181:quorumcnxmanager@368] - cannot open channel to 3 at election address /10.10.34.13:3888",15,8,"<NUM>-<NUM>-<NUM> <NUM>:<NUM>:<NUM>,<NUM> - warn <*> - cannot open channel to <NUM> at election address /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>"
,"2015-08-25 03:54:15,375 - info  [quorumpeer[myid=1]/0:0:0:0:0:0:0:0:2181:fastleaderelection@774] - notification time out: 60000",1,0,"<NUM>-<NUM>-<NUM> <NUM>:<NUM>:<NUM>,<NUM> - info [quorumpeer[myid=<NUM>]/<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:fastleaderelection@<NUM>] - notification time out: <NUM>"
,"2015-08-25 04:10:15,407 - warn  [quorumpeer[myid=1]/0:0:0:0:0:0:0:0:2181:quorumcnxmanager@368] - cannot open channel to 2 at election address /10.10.34.12:3888",15,8,"<NUM>-<NUM>-<NUM> <NUM>:<NUM>:<NUM>,<NUM> - warn <*> - cannot open channel to <NUM> at election address /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>"
,"2015-08-25 04:14:15,416 - info  [quorumpeer[myid=1]/0:0:0:0:0:0:0:0:2181:fastleaderelection@774] - notification time out: 60000",1,0,"<NUM>-<NUM>-<NUM> <NUM>:<NUM>:<NUM>,<NUM> - info [quorumpeer[myid=<NUM>]/<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:fastleaderelection@<NUM>] - notification time out: <NUM>"
,"2015-08-25 04:21:15,429 - warn  [quorumpeer[myid=1]/0:0:0:0:0:0:0:0:2181:quorumcnxmanager@368] - cannot open channel to 2 at election address /10.10.34.12:3888",15,8,"<NUM>-<NUM>-<NUM> <NUM>:<NUM>:<NUM>,<NUM> - warn <*> - cannot open channel to <NUM> at election address /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>"
,"2015-08-25 04:28:15,443 - warn  [quorumpeer[myid=1]/0:0:0:0:0:0:0:0:2181:quorumcnxmanager@368] - cannot open channel to 2 at election address /10.10.34.12:3888",15,8,"<NUM>-<NUM>-<NUM> <NUM>:<NUM>:<NUM>,<NUM> - warn <*> - cannot open channel to <NUM> at election address /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>"
,"2015-08-25 05:00:15,508 - warn  [quorumpeer[myid=1]/0:0:0:0:0:0:0:0:2181:quorumcnxmanager@368] - cannot open channel to 2 at election address /10.10.34.12:3888",15,8,"<NUM>-<NUM>-<NUM> <NUM>:<NUM>:<NUM>,<NUM> - warn <*> - cannot open channel to <NUM> at election address /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>"
,"2015-08-25 05:08:15,525 - info  [quorumpeer[myid=1]/0:0:0:0:0:0:0:0:2181:fastleaderelection@774] - notification time out: 60000",1,0,"<NUM>-<NUM>-<NUM> <NUM>:<NUM>:<NUM>,<NUM> - info [quorumpeer[myid=<NUM>]/<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:fastleaderelection@<NUM>] - notification time out: <NUM>"
,"2015-08-25 05:09:15,527 - info  [quorumpeer[myid=1]/0:0:0:0:0:0:0:0:2181:fastleaderelection@774] - notification time out: 60000",1,0,"<NUM>-<NUM>-<NUM> <NUM>:<NUM>:<NUM>,<NUM> - info [quorumpeer[myid=<NUM>]/<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:fastleaderelection@<NUM>] - notification time out: <NUM>"
,"2015-08-25 05:46:15,601 - warn  [quorumpeer[myid=1]/0:0:0:0:0:0:0:0:2181:quorumcnxmanager@368] - cannot open channel to 3 at election address /10.10.34.13:3888",15,8,"<NUM>-<NUM>-<NUM> <NUM>:<NUM>:<NUM>,<NUM> - warn <*> - cannot open channel to <NUM> at election address /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>"
,"2015-08-25 05:50:15,608 - warn  [quorumpeer[myid=1]/0:0:0:0:0:0:0:0:2181:quorumcnxmanager@368] - cannot open channel to 2 at election address /10.10.34.12:3888",15,8,"<NUM>-<NUM>-<NUM> <NUM>:<NUM>:<NUM>,<NUM> - warn <*> - cannot open channel to <NUM> at election address /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>"
,"2015-08-25 05:58:15,624 - warn  [quorumpeer[myid=1]/0:0:0:0:0:0:0:0:2181:quorumcnxmanager@368] - cannot open channel to 2 at election address /10.10.34.12:3888",15,8,"<NUM>-<NUM>-<NUM> <NUM>:<NUM>:<NUM>,<NUM> - warn <*> - cannot open channel to <NUM> at election address /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>"
,"2015-08-25 05:58:15,626 - info  [quorumpeer[myid=1]/0:0:0:0:0:0:0:0:2181:fastleaderelection@774] - notification time out: 60000",1,0,"<NUM>-<NUM>-<NUM> <NUM>:<NUM>:<NUM>,<NUM> - info [quorumpeer[myid=<NUM>]/<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:fastleaderelection@<NUM>] - notification time out: <NUM>"
,"2015-08-25 06:41:15,711 - warn  [quorumpeer[myid=1]/0:0:0:0:0:0:0:0:2181:quorumcnxmanager@368] - cannot open channel to 2 at election address /10.10.34.12:3888",15,8,"<NUM>-<NUM>-<NUM> <NUM>:<NUM>:<NUM>,<NUM> - warn <*> - cannot open channel to <NUM> at election address /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>"
,"2015-08-25 06:58:15,745 - warn  [quorumpeer[myid=1]/0:0:0:0:0:0:0:0:2181:quorumcnxmanager@368] - cannot open channel to 3 at election address /10.10.34.13:3888",15,8,"<NUM>-<NUM>-<NUM> <NUM>:<NUM>:<NUM>,<NUM> - warn <*> - cannot open channel to <NUM> at election address /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>"
,"2015-08-25 07:03:15,756 - warn  [quorumpeer[myid=1]/0:0:0:0:0:0:0:0:2181:quorumcnxmanager@368] - cannot open channel to 3 at election address /10.10.34.13:3888",15,8,"<NUM>-<NUM>-<NUM> <NUM>:<NUM>:<NUM>,<NUM> - warn <*> - cannot open channel to <NUM> at election address /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>"
,"2015-08-25 07:04:15,757 - warn  [quorumpeer[myid=1]/0:0:0:0:0:0:0:0:2181:quorumcnxmanager@368] - cannot open channel to 2 at election address /10.10.34.12:3888",15,8,"<NUM>-<NUM>-<NUM> <NUM>:<NUM>:<NUM>,<NUM> - warn <*> - cannot open channel to <NUM> at election address /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>"
,"2015-08-25 07:04:15,758 - info  [quorumpeer[myid=1]/0:0:0:0:0:0:0:0:2181:fastleaderelection@774] - notification time out: 60000",1,0,"<NUM>-<NUM>-<NUM> <NUM>:<NUM>:<NUM>,<NUM> - info [quorumpeer[myid=<NUM>]/<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:<NUM>:fastleaderelection@<NUM>] - notification time out: <NUM>"
